2020-06-18-0945,7.0,15.0,5.0,138.0,183.0,133.0
2020-06-18-0950,7.0,15.0,5.0,141.0,183.0,133.0
2020-06-18-0955,8.0,14.0,5.0,135.0,183.0,133.0
2020-06-18-1000,9.0,14.0,5.0,131.0,183.0,131.0
2020-06-18-1005,9.0,14.0,5.0,135.0,183.0,128.0
2020-06-18-1010,9.0,14.0,5.0,130.0,183.0,127.0
2020-06-18-1015,9.0,14.0,5.0,129.0,183.0,127.0
2020-06-18-1020,9.0,14.0,5.0,128.0,183.0,127.0
2020-06-18-1025,9.0,14.0,5.0,128.0,183.0,127.0
2020-06-18-1030,9.0,14.0,5.0,133.0,183.0,124.0
2020-06-18-1035,8.0,14.0,5.0,130.0,183.0,124.0
2020-06-18-1040,8.0,14.0,5.0,132.0,183.0,124.0
2020-06-18-1045,8.0,14.0,5.0,127.0,183.0,124.0
2020-06-18-1050,8.0,14.0,5.0,125.0,183.0,124.0
2020-06-18-1055,8.0,14.0,5.0,129.0,183.0,121.0
2020-06-18-1100,9.0,14.0,5.0,120.0,183.0,119.0
2020-06-18-1105,8.0,14.0,5.0,114.0,183.0,114.0
2020-06-18-1110,8.0,14.0,5.0,110.0,183.0,110.0
2020-06-18-1115,7.0,14.0,5.0,109.0,183.0,108.0
2020-06-18-1120,8.0,14.0,5.0,115.0,183.0,108.0
2020-06-18-1125,9.0,14.0,5.0,118.0,183.0,108.0
2020-06-18-1130,9.0,14.0,5.0,118.0,183.0,108.0
2020-06-18-1135,8.0,14.0,5.0,118.0,183.0,108.0
2020-06-18-1140,9.0,14.0,5.0,125.0,183.0,108.0
2020-06-18-1150,9.0,14.0,5.0,130.0,183.0,108.0
2020-06-18-1205,9.0,13.0,5.0,136.0,172.0,108.0
2020-06-18-1210,9.0,13.0,5.0,144.0,172.0,108.0
2020-06-18-1215,9.0,13.0,5.0,138.0,172.0,108.0
2020-06-18-1225,7.0,13.0,5.0,149.0,172.0,108.0
2020-06-18-1230,7.0,13.0,5.0,149.0,172.0,108.0
2020-06-18-1235,8.0,13.0,5.0,145.0,172.0,108.0
2020-06-18-1240,7.0,13.0,5.0,139.0,172.0,108.0
2020-06-18-1245,8.0,13.0,5.0,141.0,172.0,108.0
2020-06-18-1250,8.0,13.0,5.0,133.0,172.0,108.0
2020-06-18-1255,8.0,13.0,5.0,131.0,172.0,108.0
2020-06-18-1300,8.0,13.0,5.0,134.0,172.0,108.0
2020-06-18-1305,8.0,13.0,5.0,136.0,172.0,108.0
2020-06-18-1310,8.0,13.0,5.0,121.0,170.0,108.0
2020-06-18-1520,5.0,10.0,5.0,121.0,152.0,108.0
2020-06-18-1525,6.0,10.0,5.0,124.0,152.0,108.0
2020-06-18-1530,5.0,10.0,5.0,114.0,149.0,108.0
2020-06-18-1535,5.0,10.0,5.0,120.0,149.0,108.0
2020-06-18-1540,5.0,10.0,4.0,133.0,149.0,108.0
2020-06-18-1545,4.0,10.0,4.0,131.0,149.0,108.0
2020-06-18-1550,2.0,10.0,2.0,143.0,154.0,108.0
2020-06-18-1555,3.0,10.0,2.0,129.0,154.0,108.0
2020-06-18-1600,3.0,10.0,2.0,141.0,154.0,108.0
2020-06-18-1605,2.0,10.0,2.0,159.0,159.0,108.0
2020-06-18-1610,2.0,10.0,1.0,173.0,173.0,108.0
2020-06-18-1615,1.0,10.0,1.0,171.0,173.0,108.0
2020-06-18-1620,2.0,10.0,1.0,171.0,184.0,108.0
2020-06-18-1625,4.0,10.0,1.0,181.0,184.0,108.0
2020-06-18-1630,6.0,10.0,1.0,187.0,188.0,108.0
2020-06-18-1635,3.0,10.0,1.0,191.0,191.0,108.0
2020-06-18-1640,3.0,10.0,1.0,183.0,191.0,108.0
2020-06-18-1645,4.0,10.0,1.0,184.0,191.0,108.0
2020-06-18-1650,5.0,10.0,1.0,184.0,191.0,108.0
2020-06-18-1655,3.0,10.0,1.0,154.0,191.0,108.0
2020-06-18-1710,5.0,10.0,1.0,167.0,191.0,108.0
2020-06-18-1715,5.0,10.0,1.0,170.0,191.0,113.0
2020-06-18-1720,5.0,10.0,1.0,159.0,191.0,113.0
2020-06-18-1725,3.0,10.0,1.0,152.0,191.0,113.0
2020-06-18-1730,3.0,10.0,1.0,130.0,191.0,113.0
2020-06-18-1735,2.0,10.0,1.0,131.0,191.0,113.0
2020-06-18-1740,2.0,10.0,1.0,125.0,191.0,113.0
2020-06-18-1745,2.0,10.0,1.0,92.0,191.0,92.0
2020-06-18-1750,2.0,10.0,1.0,70.0,191.0,70.0
2020-06-18-1755,2.0,10.0,1.0,67.0,191.0,60.0
2020-06-18-1800,3.0,10.0,1.0,55.0,191.0,51.0
2020-06-18-1805,3.0,10.0,1.0,50.0,191.0,44.0
2020-06-18-1810,4.0,10.0,1.0,52.0,191.0,44.0
2020-06-18-1815,3.0,10.0,1.0,41.0,191.0,41.0
2020-06-18-2055,4.0,13.0,0.0,95.0,216.0,25.0
2020-06-18-2100,4.0,13.0,0.0,101.0,216.0,25.0
2020-06-18-2105,7.0,13.0,0.0,101.0,216.0,25.0
2020-06-18-2110,5.0,13.0,0.0,123.0,216.0,25.0
2020-06-18-2115,5.0,13.0,0.0,127.0,216.0,25.0
2020-06-18-2120,6.0,13.0,0.0,141.0,216.0,25.0
2020-06-18-2125,3.0,13.0,0.0,161.0,216.0,25.0
2020-06-18-2130,2.0,13.0,0.0,155.0,216.0,25.0
2020-06-18-2135,2.0,13.0,0.0,194.0,216.0,25.0
2020-06-18-2140,3.0,13.0,0.0,210.0,216.0,25.0
2020-06-18-2145,2.0,13.0,0.0,214.0,216.0,25.0
2020-06-18-2150,1.0,13.0,0.0,167.0,216.0,25.0
2020-06-18-2155,2.0,13.0,0.0,201.0,216.0,25.0
2020-06-18-2200,5.0,13.0,0.0,221.0,221.0,25.0
2020-06-18-2205,5.0,13.0,0.0,112.0,221.0,25.0
2020-06-18-2210,9.0,13.0,0.0,133.0,221.0,25.0
2020-06-18-2215,5.0,13.0,0.0,153.0,221.0,25.0
2020-06-18-2220,5.0,13.0,0.0,148.0,221.0,25.0
2020-06-18-2225,6.0,13.0,0.0,135.0,221.0,25.0
2020-06-18-2230,6.0,13.0,0.0,120.0,221.0,25.0
2020-06-18-2235,4.0,13.0,0.0,123.0,221.0,25.0
2020-06-18-2240,5.0,13.0,0.0,129.0,221.0,25.0
2020-06-18-2245,5.0,13.0,0.0,143.0,221.0,25.0
2020-06-18-2250,6.0,13.0,0.0,138.0,221.0,25.0
2020-06-18-2255,8.0,13.0,0.0,141.0,221.0,25.0
2020-06-18-2300,11.0,13.0,0.0,145.0,221.0,25.0
2020-06-18-2305,11.0,13.0,0.0,139.0,221.0,25.0
2020-06-18-2310,11.0,13.0,0.0,149.0,221.0,25.0
2020-06-18-2315,11.0,13.0,0.0,146.0,221.0,25.0
2020-06-18-2320,11.0,13.0,0.0,145.0,221.0,25.0
2020-06-18-2325,12.0,13.0,0.0,144.0,221.0,25.0
2020-06-18-2330,12.0,13.0,0.0,146.0,221.0,25.0
2020-06-18-2335,12.0,15.0,0.0,144.0,221.0,25.0
2020-06-18-2340,13.0,15.0,0.0,142.0,221.0,25.0
2020-06-18-2345,13.0,15.0,0.0,146.0,221.0,25.0
2020-06-18-2350,12.0,15.0,0.0,142.0,221.0,25.0
2020-06-18-2355,14.0,15.0,0.0,141.0,221.0,25.0
2020-06-19-0000,13.0,15.0,0.0,143.0,221.0,25.0
2020-06-19-0005,14.0,15.0,0.0,140.0,221.0,25.0
2020-06-19-0010,11.0,15.0,0.0,142.0,221.0,25.0
2020-06-19-0015,12.0,15.0,0.0,145.0,221.0,25.0
2020-06-19-0020,12.0,15.0,0.0,148.0,221.0,25.0
2020-06-19-0025,13.0,15.0,0.0,154.0,221.0,25.0
2020-06-19-0030,14.0,15.0,0.0,148.0,221.0,25.0
2020-06-19-0035,15.0,15.0,0.0,152.0,221.0,25.0
2020-06-19-0040,13.0,15.0,0.0,149.0,221.0,25.0
2020-06-19-0045,15.0,15.0,0.0,148.0,221.0,38.0
2020-06-19-0050,16.0,16.0,0.0,150.0,221.0,49.0
2020-06-19-0055,15.0,16.0,0.0,149.0,221.0,66.0
2020-06-19-0100,13.0,16.0,0.0,150.0,221.0,66.0
2020-06-19-0105,14.0,16.0,0.0,160.0,221.0,66.0
2020-06-19-0110,15.0,16.0,0.0,154.0,221.0,66.0
2020-06-19-0115,14.0,16.0,0.0,156.0,221.0,66.0
2020-06-19-0120,15.0,16.0,0.0,156.0,221.0,66.0
2020-06-19-0125,13.0,16.0,0.0,157.0,221.0,66.0
2020-06-19-0130,14.0,16.0,0.0,154.0,221.0,66.0
2020-06-19-0135,13.0,16.0,0.0,153.0,221.0,66.0
2020-06-19-0140,13.0,16.0,0.0,153.0,221.0,66.0
2020-06-19-0145,12.0,16.0,0.0,158.0,221.0,66.0
2020-06-19-0150,13.0,16.0,0.0,156.0,221.0,66.0
2020-06-19-0155,11.0,16.0,0.0,152.0,221.0,66.0
2020-06-19-0200,11.0,16.0,0.0,155.0,221.0,66.0
2020-06-19-0205,12.0,16.0,0.0,153.0,221.0,66.0
2020-06-19-0210,11.0,16.0,0.0,148.0,221.0,66.0
2020-06-19-0215,11.0,16.0,0.0,150.0,221.0,66.0
2020-06-19-0220,10.0,16.0,0.0,151.0,221.0,88.0
2020-06-19-0355,9.0,16.0,2.0,145.0,221.0,103.0
2020-06-19-0445,9.0,16.0,5.0,149.0,162.0,136.0
2020-06-19-0515,9.0,16.0,9.0,147.0,162.0,139.0
2020-06-19-0520,9.0,16.0,9.0,148.0,162.0,139.0
2020-06-19-0525,9.0,16.0,9.0,148.0,162.0,139.0
2020-06-19-0545,9.0,16.0,9.0,150.0,162.0,139.0
2020-06-19-0550,9.0,16.0,8.0,154.0,162.0,139.0
2020-06-19-0555,8.0,16.0,7.0,143.0,162.0,139.0
2020-06-19-0600,8.0,16.0,7.0,147.0,162.0,139.0
2020-06-19-0605,9.0,16.0,7.0,144.0,162.0,139.0
2020-06-19-0610,9.0,16.0,7.0,144.0,162.0,139.0
2020-06-19-0615,9.0,16.0,7.0,147.0,162.0,139.0
2020-06-19-0620,8.0,16.0,7.0,146.0,162.0,139.0
2020-06-19-0625,9.0,16.0,7.0,145.0,162.0,139.0
2020-06-19-0630,8.0,16.0,7.0,159.0,162.0,139.0
2020-06-19-0635,7.0,16.0,7.0,152.0,162.0,139.0
2020-06-19-0640,7.0,16.0,7.0,158.0,162.0,139.0
2020-06-19-0650,8.0,16.0,7.0,161.0,162.0,139.0
2020-06-19-0655,8.0,15.0,7.0,157.0,163.0,139.0
2020-06-19-0700,8.0,15.0,7.0,156.0,163.0,139.0
2020-06-19-1430,8.0,8.0,0.0,215.0,357.0,45.0
2020-06-19-1435,6.0,9.0,0.0,208.0,357.0,45.0
2020-06-19-1440,6.0,9.0,0.0,189.0,357.0,45.0
2020-06-19-1445,6.0,9.0,0.0,216.0,357.0,45.0
2020-06-19-1450,5.0,9.0,0.0,191.0,357.0,45.0
2020-06-19-1455,6.0,9.0,0.0,229.0,357.0,45.0
2020-06-19-1500,8.0,9.0,0.0,231.0,357.0,45.0
2020-06-19-1505,7.0,9.0,0.0,227.0,357.0,45.0
2020-06-19-1510,7.0,9.0,0.0,237.0,357.0,45.0
2020-06-19-1515,6.0,9.0,0.0,234.0,357.0,45.0
2020-06-19-1520,7.0,9.0,0.0,240.0,357.0,45.0
2020-06-19-1525,10.0,10.0,0.0,243.0,357.0,45.0
2020-06-19-1530,10.0,10.0,0.0,243.0,357.0,45.0
2020-06-19-1535,8.0,10.0,0.0,247.0,357.0,45.0
2020-06-19-1540,6.0,10.0,0.0,245.0,357.0,45.0
2020-06-19-1545,6.0,10.0,0.0,250.0,357.0,45.0
2020-06-19-1550,6.0,10.0,0.0,252.0,357.0,45.0
2020-06-19-1555,7.0,10.0,0.0,245.0,357.0,45.0
2020-06-19-1600,6.0,10.0,0.0,232.0,357.0,45.0
2020-06-19-1605,6.0,10.0,0.0,234.0,357.0,45.0
2020-06-19-1610,8.0,10.0,0.0,235.0,357.0,45.0
2020-06-19-1615,7.0,10.0,0.0,239.0,357.0,45.0
2020-06-19-1620,6.0,10.0,0.0,248.0,357.0,45.0
2020-06-19-1625,8.0,10.0,0.0,233.0,357.0,45.0
2020-06-19-1630,8.0,10.0,0.0,234.0,357.0,45.0
2020-06-19-1635,8.0,10.0,0.0,231.0,357.0,45.0
2020-06-19-1640,7.0,10.0,0.0,232.0,357.0,45.0
2020-06-19-1645,8.0,10.0,0.0,232.0,357.0,45.0
2020-06-19-1650,8.0,10.0,0.0,237.0,357.0,45.0
2020-06-19-1655,7.0,10.0,0.0,239.0,357.0,45.0
2020-06-19-1700,7.0,10.0,0.0,239.0,357.0,45.0
2020-06-19-1705,7.0,10.0,0.0,243.0,357.0,45.0
2020-06-19-1710,7.0,10.0,0.0,238.0,357.0,45.0
2020-06-19-1715,8.0,10.0,0.0,234.0,357.0,45.0
2020-06-19-1720,7.0,10.0,0.0,230.0,357.0,45.0
2020-06-19-1725,8.0,10.0,0.0,236.0,357.0,45.0
2020-06-19-1730,8.0,10.0,0.0,237.0,357.0,45.0
2020-06-19-1735,8.0,10.0,0.0,235.0,357.0,45.0
2020-06-19-1740,8.0,10.0,0.0,235.0,357.0,45.0
2020-06-19-1745,8.0,10.0,0.0,238.0,357.0,45.0
2020-06-19-1750,8.0,10.0,0.0,243.0,357.0,45.0
2020-06-19-1755,7.0,10.0,0.0,241.0,253.0,45.0
2020-06-19-1800,8.0,10.0,0.0,237.0,253.0,45.0
2020-06-19-1805,7.0,10.0,0.0,236.0,253.0,45.0
2020-06-19-1810,8.0,10.0,0.0,247.0,253.0,45.0
2020-06-19-1815,6.0,10.0,0.0,250.0,253.0,45.0
2020-06-19-1820,7.0,10.0,0.0,245.0,253.0,45.0
2020-06-19-1825,7.0,10.0,0.0,241.0,253.0,45.0
2020-06-19-1830,7.0,10.0,0.0,244.0,253.0,69.0
2020-06-19-1835,7.0,10.0,0.0,241.0,253.0,108.0
2020-06-19-1840,7.0,10.0,0.0,241.0,253.0,130.0
2020-06-19-1845,7.0,10.0,0.0,240.0,253.0,137.0
